date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
2022-07-22,US,,,0,,,iso1:us,90048336,1022742,86733810,840421949,,771132,593300,43646,,78077,56857,4456,,165689,,,,0.187,,38.4,,0.99,0.1,,,0.73,3,,,580,,3,3,,,268.6,,,,,,,,,0.057,,45879,,13.8,,2
2022-07-23,US,,,0,,,iso1:us,90072587,1022798,86829561,840830404,,768710,576085,42843,,77881,55544,4491,,24251,,,,0.186,,38.5,,0.98,0.1,,,0.71,3,,,56,,3,3,,,269.6,,,,,,,,,0.056,,46058,,13.9,,2
2022-07-24,US,,,0,,,iso1:us,90094058,1022812,86904824,841094554,,766400,564821,43038,,77583,53905,4512,,21472,,,,0.186,,38.5,,0.98,0.1,,,0.69,3,,,14,,3,3,,,269.4,,,,,,,,,0.056,,46270,,14.0,,2
2022-07-25,US,,,0,,,iso1:us,90261270,1023324,87012358,841528029,,705333,524554,44125,,77297,54396,4665,,167212,,,,0.187,,38.4,,0.97,0.1,,,0.7,3,,,512,,3,3,,,268.8,,,,,,,,,0.063,,46406,,14.0,,2
2022-07-26,US,,,0,,,iso1:us,90425326,1023843,87124102,842057449,,711369,544452,44674,,77901,56711,4780,,164056,,,,0.185,,38.5,,0.97,0.1,,,0.73,3,,,519,,3,3,,,269.8,,,,,,,,,0.063,,46150,,13.9,,2
2022-07-27,US,,,0,,,iso1:us,90651573,1024664,87231212,842544622,,771384,595576,44970,,78164,57022,4838,,198762,754023985,254733781,219323504,0.185,,38.3,,0.97,0.1,,,0.73,3,0.768,0.662,821,574265442,3,3,108086629,0.326,268.4,,,,,,,,,0.058,,45917,,13.9,,2
2022-07-28,US,,,0,,,iso1:us,90800586,1025148,87347109,843096009,,772649,596216,44716,,78397,57166,4760,,149013,,,,0.185,,38.4,,0.97,0.1,,,0.73,3,,,484,,3,3,,,268.6,,,,,,,,,0.058,,45776,,13.8,,2
2022-07-29,US,,,0,,,iso1:us,90939633,1025766,87457131,843647631,,771117,591258,44196,,78206,56666,4678,,139047,,,,0.183,,37.2,,0.96,0.1,,,0.72,3,,,618,,3,3,,,260.6,,,,,,,,,0.057,,45664,,13.8,,2
2022-07-30,US,,,0,,,iso1:us,90951600,1025788,87543499,844028643,,768212,571772,42770,,77878,55139,4517,,11967,,,,0.182,,36.7,,0.96,0.1,,,0.71,3,,,22,,3,3,,,256.9,,,,,,,,,0.056,,45312,,13.7,,2
2022-07-31,US,,,0,,,iso1:us,90962465,1025797,87611536,844277708,,764272,560989,43041,,77549,53864,4567,,10865,,,,0.182,,36.2,,0.96,0.1,,,0.69,3,,,9,,3,3,,,253.7,,,,,,,,,0.056,,45014,,13.6,,2
2022-08-01,US,,,0,,,iso1:us,91138898,1026403,87712855,844706563,,707289,521247,43631,,77484,54230,4697,,176459,,,,0.181,,36.6,,0.95,0.1,,,0.7,3,,,606,,3,3,,,256.5,,,,,,,,,0.062,,44753,,13.5,,2
2022-08-02,US,,,0,,,iso1:us,91246891,1026846,87826556,845274603,,712728,541441,44099,,77866,56176,4705,,107993,,,,0.179,,34.2,,0.95,0.1,,,0.72,3,,,443,,3,3,,,239.6,,,,,,,,,0.062,,44463,,13.4,,2
2022-08-03,US,,,0,,,iso1:us,91463753,1027902,87937368,845843883,,771061,592806,44275,,78205,56836,4698,,216862,758302825,247709540,212598387,0.176,,35.0,,0.95,0.1,,,0.73,3,0.747,0.641,1057,574700014,3,3,103826333,0.313,245.0,,,,,,,,,0.057,,44351,,13.4,,2
2022-08-04,US,,,0,,,iso1:us,91628135,1028575,88043830,846384413,,771664,591467,43663,,78101,56563,4603,,164382,,,,0.175,,35.7,,0.95,0.1,,,0.72,3,,,632,,3,3,,,249.7,,,,,,,,,0.057,,44207,,13.3,,2
2022-08-05,US,,,0,,,iso1:us,91759933,1029232,88139526,846904133,,771593,587546,43316,,78145,56281,4611,,131798,,,,0.173,,35.4,,0.94,0.1,,,0.72,3,,,657,,3,3,,,247.5,,,,,,,,,0.056,,43985,,13.3,,2
2022-08-06,US,,,0,,,iso1:us,91770719,1029260,88213586,847266201,,765823,569794,42287,,77711,54898,4532,,10787,,,,0.171,,35.3,,0.94,0.1,,,0.71,3,,,28,,3,3,,,247.1,,,,,,,,,0.055,,44049,,13.3,,2
2022-08-07,US,,,0,,,iso1:us,89081750,1029271,88272248,847509868,,761757,559595,42374,,77363,53623,4511,,10081,,,,0.17,,35.3,,0.94,0.1,,,0.69,3,,,11,,3,3,,,246.9,,,,,,,,,0.056,,43947,,13.3,,2
2022-08-08,US,,,0,,,iso1:us,91925859,1029832,88357619,847905617,,706416,522237,43293,,77174,53925,4529,,144999,,,,0.168,,33.9,,0.93,0.1,,,0.7,3,,,561,,3,3,,,237.4,,,,,,,,,0.061,,43665,,13.2,,2
2022-08-09,US,,,0,,,iso1:us,92054387,1030393,88459307,848450919,,712181,542516,43355,,77700,56299,4598,,128528,,,,0.166,,34.8,,0.93,0.1,,,0.72,3,,,561,,3,3,,,243.6,,,,,,,,,0.061,,43654,,13.2,,2
2022-08-10,US,,,0,,,iso1:us,92229029,1031265,88561153,849016309,,771307,594980,43297,,78017,56933,4632,,174642,763279525,248068126,212919779,0.164,,33.0,,0.93,0.1,,,0.73,3,0.748,0.642,873,576261028,3,3,104185133,0.314,230.8,,,,,,,,,0.056,,43450,,13.1,,2
2022-08-11,US,,,0,,,iso1:us,92366440,1031965,88653056,849523795,,770999,595055,42709,,78102,56684,4485,,137411,,,,0.163,,31.8,,0.93,0.1,,,0.73,3,,,700,,3,3,,,222.7,,,,,,,,,0.055,,43224,,13.0,,2
2022-08-12,US,,,0,,,iso1:us,92488033,1032636,88736611,850023429,,769614,588047,42205,,77926,56106,4473,,121593,,,,0.161,,31.4,,0.93,0.1,,,0.72,3,,,671,,3,3,,,219.6,,,,,,,,,0.055,,42919,,12.9,,2
2022-08-13,US,,,0,,,iso1:us,92494887,1032654,88801842,850378955,,766320,570887,40604,,77656,54726,4379,,6854,,,,0.159,,31.2,,0.93,0.1,,,0.7,3,,,18,,3,3,,,218.4,,,,,,,,,0.053,,42517,,12.8,,2
2022-08-14,US,,,0,,,iso1:us,92505531,1032666,88854759,850620541,,760716,558925,40935,,77299,53371,4401,,10644,,,,0.158,,31.2,,0.93,0.1,,,0.69,3,,,12,,3,3,,,218.6,,,,,,,,,0.054,,42156,,12.7,,2
2022-08-15,US,,,0,,,iso1:us,92634637,1033220,88931733,851015722,,704359,521932,41481,,77194,53716,4471,,129106,,,,0.156,,30.5,,0.93,0.1,,,0.7,3,,,555,,3,3,,,213.8,,,,,,,,,0.059,,41841,,12.6,,2
2022-08-16,US,,,0,,,iso1:us,92755084,1033691,89022319,851562823,,709650,542629,41410,,77719,55981,4468,,120447,,,,0.153,,30.2,,0.93,0.1,,,0.72,3,,,471,,3,3,,,211.4,,,,,,,,,0.058,,41302,,12.5,,2
2022-08-17,US,,,0,,,iso1:us,92914694,1034648,89112632,852105382,,759586,587126,41164,,78072,56726,4407,,159610,766883725,248384721,213130991,0.151,,29.5,,0.93,0.1,,,0.73,3,0.749,0.643,991,577604272,3,3,104514604,0.315,206.8,,,,,,,,,0.054,,40818,,12.3,,2
2022-08-18,US,,,0,,,iso1:us,93040969,1035257,89196267,852607428,,760526,587277,40604,,78234,56818,4392,,126275,,,,0.15,,29.1,,0.93,0.1,,,0.73,3,,,609,,3,3,,,203.5,,,,,,,,,0.053,,40250,,12.1,,2
2022-08-19,US,,,0,,,iso1:us,93149358,1035788,89274518,853096732,,758521,581606,39834,,78066,56296,4278,,108389,,,,0.149,,28.5,,0.94,0.1,,,0.72,3,,,486,,3,3,,,199.5,,,,,,,,,0.053,,39590,,11.9,,1
2022-08-20,US,,,0,,,iso1:us,93157285,1035815,89334365,853429447,,754870,563609,38590,,77669,54857,4224,,7928,,,,0.149,,28.5,,0.94,0.1,,,0.71,3,,,27,,3,3,,,199.8,,,,,,,,,0.051,,39244,,11.8,,1
2022-08-21,US,,,0,,,iso1:us,93165807,1035823,89383503,853649969,,750903,552316,38954,,77279,53408,4268,,8522,,,,0.149,,28.5,,0.94,0.1,,,0.69,3,,,8,,3,3,,,199.2,,,,,,,,,0.052,,39118,,11.8,,1
2022-08-22,US,,,0,,,iso1:us,93286197,1036416,89460572,854061323,,704212,523481,39615,,77313,54181,4268,,120390,,,,0.148,,28.1,,0.93,0.1,,,0.7,3,,,595,,3,3,,,196.6,,,,,,,,,0.056,,38979,,11.8,,1
2022-08-23,US,,,0,,,iso1:us,93391227,1036921,89546443,854620198,,710104,543822,39331,,77762,56435,4201,,105030,,,,0.146,,27.4,,0.93,0.1,,,0.73,3,,,505,,3,3,,,191.9,,,,,,,,,0.055,,38618,,11.6,,1
2022-08-24,US,,,0,,,iso1:us,91346104,1037847,89631276,855177221,,737016,571052,38948,,77503,57016,4109,,153241,770282225,248682365,213346503,0.144,,27.1,,0.93,0.1,,,0.74,3,0.75,0.644,926,578885618,3,3,104823599,0.316,190.0,,,,,,,,,0.053,,38210,,11.5,,1
2022-08-25,US,,,0,,,iso1:us,93676275,1038491,89710546,855694644,,737574,571429,38635,,77916,56941,4144,,106665,,,,0.143,,26.3,,0.93,0.1,,,0.73,3,,,644,,3,3,,,184.1,,,,,,,,,0.052,,37848,,11.4,,1
2022-08-26,US,,,0,,,iso1:us,93778630,1039128,89784420,856202266,,736061,566155,38050,,77887,56581,4151,,102355,,,,0.141,,26.0,,0.93,0.1,,,0.73,3,,,650,,3,3,,,182.2,,,,,,,,,0.052,,37721,,11.4,,1
2022-08-27,US,,,0,,,iso1:us,93787453,1039158,89839902,856560250,,731090,546717,36975,,77407,55069,4066,,8823,,,,0.139,,26.1,,0.93,0.1,,,0.71,3,,,30,,3,3,,,182.5,,,,,,,,,0.051,,37489,,11.3,,1
2022-08-28,US,,,0,,,iso1:us,93795992,1039161,89886386,856789774,,728023,536047,36950,,77188,53479,4016,,8539,,,,0.138,,26.1,,0.92,0.1,,,0.69,3,,,3,,3,3,,,182.5,,,,,,,,,0.051,,37113,,11.2,,1
2022-08-29,US,,,0,,,iso1:us,93907947,1039752,89957165,857203741,,703129,523640,37607,,77317,54270,4040,,111998,,,,0.136,,25.7,,0.92,0.1,,,0.7,3,,,591,,3,3,,,180.0,,,,,,,,,0.053,,36892,,11.1,,1
2022-08-30,US,,,0,,,iso1:us,94024286,1040218,90039207,857775735,,708321,543879,37575,,77802,56773,3944,,110306,,,,0.135,,25.9,,0.92,0.1,,,0.73,3,,,,,3,3,,,181.6,,,,,,,,,0.053,,36694,,11.1,,1
2022-08-31,US,,,0,,,iso1:us,94178171,1041621,90115716,858319303,,734189,568204,37465,,77894,56884,3945,,153885,773219325,248926791,213531647,0.134,,26.0,,0.91,0.1,,,0.73,3,0.751,0.644,911,579891422,3,3,105076079,0.317,181.8,,,,,,,,,0.051,,36487,,11.0,,1
2022-09-01,US,,,0,,,iso1:us,94286797,1042333,90183333,858810312,,732524,565681,36451,,77894,56744,3899,,106633,,,,0.132,,26.0,,0.91,0.1,,,0.73,3,,,665,,3,3,,,181.8,,,,,,,,,0.05,,36138,,10.9,,1
2022-09-02,US,,,0,,,iso1:us,94375036,1042835,90244812,859277625,,732322,559539,35728,,77662,56123,3841,,88239,,,,0.13,,25.4,,0.91,0.1,,,0.72,3,,,504,,3,3,,,177.5,,,,,,,,,0.049,,35570,,10.7,,1
2022-09-03,US,,,0,,,iso1:us,94382473,1042854,90287965,859572848,,727183,539520,34398,,77264,54696,3677,,7437,,,,0.129,,25.3,,0.91,0.1,,,0.71,3,,,19,,3,3,,,177.1,,,,,,,,,0.047,,35043,,10.6,,1
2022-09-04,US,,,0,,,iso1:us,94388296,1042855,90324531,859792109,,721696,524447,34374,,76830,52780,3672,,5823,,,,0.127,,25.2,,0.91,0.1,,,0.69,3,,,1,,3,3,,,176.3,,,,,,,,,0.048,,34648,,10.5,,1
2022-09-05,US,,,0,,,iso1:us,94406760,1042908,90357925,859992498,,700534,508321,35134,,77007,52720,3754,,18328,,,,0.126,,21.1,,0.91,0.1,,,0.68,2,,,53,,2,3,,,148.0,,,,,,,,,0.05,,34104,,10.3,,1
2022-09-06,US,,,0,,,iso1:us,94532581,1043536,90418618,860426314,,704115,520245,35890,,77341,53812,3812,,125821,,,,0.125,,21.8,,0.9,0.1,,,0.7,2,,,629,,2,3,,,152.7,,,,,,,,,0.051,,33109,,10.0,,1
2022-09-07,US,,,0,,,iso1:us,94676218,1044361,90490690,861004953,,727555,557607,36094,,77564,56363,3840,,143637,780462885,249108488,213774110,0.123,,21.4,,0.9,0.1,,,0.73,2,0.751,0.645,825,580527670,2,3,105215916,0.317,149.6,,,,,,,,,0.05,,32676,,9.9,,0
2022-09-08,US,,,0,,,iso1:us,94764622,1045035,90554143,861526085,,730708,567194,35511,,77788,57312,3827,,88404,,,,0.12,,20.6,,0.91,0.1,,,0.74,2,,,674,,2,3,,,144.1,,,,,,,,,0.049,,32488,,9.8,,0
2022-09-09,US,,,0,,,iso1:us,94838465,1045568,90610915,862022134,,731966,566532,34788,,78193,57335,3775,,73843,,,,0.118,,20.0,,0.91,0.1,,,0.73,2,,,533,,2,3,,,139.8,,,,,,,,,0.048,,32375,,9.8,,0
2022-09-10,US,,,0,,,iso1:us,94841692,1045594,90651719,862360879,,718224,542868,32560,,77635,55682,3497,,3227,,,,0.115,,19.8,,0.91,0.1,,,0.72,2,,,26,,2,3,,,138.5,,,,,,,,,0.045,,32088,,9.7,,0
2022-09-11,US,,,0,,,iso1:us,94853156,1045613,90684454,862573064,,715899,531849,32713,,77417,54366,3498,,11464,,,,0.115,,20.0,,0.91,0.1,,,0.7,2,,,19,,2,3,,,140.2,,,,,,,,,0.046,,31715,,9.6,,0
2022-09-12,US,,,0,,,iso1:us,94940502,1046181,90735336,862972580,,694343,520665,33068,,77370,54705,3574,,87346,,,,0.112,,23.0,,0.91,0.1,,,0.71,2,,,568,,2,3,,,161.0,,,,,,,,,0.048,,31457,,9.5,,0
2022-09-13,US,,,0,,,iso1:us,95002144,1046669,90795007,863533566,,700451,540653,32783,,78092,57238,3490,,61642,,,,0.108,,20.2,,0.91,0.1,,,0.73,2,,,488,,2,3,,,141.7,,,,,,,,,0.047,,31460,,9.5,,0
2022-09-14,US,,,0,,,iso1:us,95117507,1047589,90850824,864067826,,717066,559667,32595,,78028,57821,3434,,115363,796453385,249380682,214013426,0.105,,19.0,,0.91,0.1,,,0.74,2,0.752,0.646,920,582493145,2,3,105437737,0.318,133.1,,,,,,,,,0.045,,30970,,9.3,,0
2022-09-15,US,,,0,,,iso1:us,95211870,1048213,90901954,864564017,,717802,558553,31774,,78231,57931,3370,,92251,,,,0.103,,19.2,,0.91,0.1,,,0.74,2,,,624,,2,3,,,134.3,,,,,,,,,0.044,,30475,,9.2,,0
2022-09-16,US,,,0,,,iso1:us,95270594,1048661,90949384,865048194,,715327,552491,31071,,78272,57141,3305,,58724,,,,0.101,,18.5,,0.91,0.1,,,0.73,2,,,416,,2,3,,,129.7,,,,,,,,,0.043,,29904,,9.0,,0
2022-09-17,US,,,0,,,iso1:us,95277317,1048683,90984280,865372442,,711260,533666,30110,,77504,55359,3225,,6723,,,,0.099,,18.7,,0.91,0.1,,,0.71,2,,,22,,2,3,,,130.8,,,,,,,,,0.042,,29487,,8.9,,0
2022-09-18,US,,,0,,,iso1:us,95282576,1048691,91012600,865583086,,706376,520010,30375,,76971,53463,3195,,5259,,,,0.098,,18.4,,0.91,0.1,,,0.69,2,,,8,,2,3,,,128.9,,,,,,,,,0.043,,29213,,8.8,,0
2022-09-19,US,,,0,,,iso1:us,95349908,1049198,91058529,865983440,,696776,517487,30821,,77266,54350,3291,,67332,,,,0.097,,17.6,,0.91,0.1,,,0.7,2,,,507,,2,3,,,122.9,,,,,,,,,0.044,,29000,,8.7,,0
2022-09-20,US,,,0,,,iso1:us,95401407,1049605,91112440,866528315,,702104,539580,30541,,77932,56654,3294,,51499,,,,0.096,,17.1,,0.91,0.1,,,0.73,2,,,409,,2,3,,,119.8,,,,,,,,,0.043,,28826,,8.7,,0
2022-09-21,US,,,0,,,iso1:us,95508719,1050525,91162340,867064128,,715979,556305,30294,,77724,57245,3265,,107312,805251085,249732841,214321289,0.094,,16.8,,0.91,0.1,,,0.74,2,0.753,0.647,920,585698189,2,3,105779089,0.319,117.4,,,,,,,,,0.042,,28473,,8.6,,0
2022-09-22,US,,,0,,,iso1:us,95602381,1051042,91208051,867538033,,716114,556962,29983,,77974,57411,3193,,93662,,,,0.093,,16.8,,0.91,0.1,,,0.74,2,,,,,2,3,,,117.8,,,,,,,,,0.042,,28157,,8.5,,0
2022-09-23,US,,,0,,,iso1:us,95646854,1051497,91250085,867995933,,714716,550602,29441,,77982,56781,3056,,44726,,,,0.093,,16.2,,0.91,0.1,,,0.73,2,,,455,,2,3,,,113.6,,,,,,,,,0.041,,27848,,8.4,,0
2022-09-24,US,,,0,,,iso1:us,95654945,1051534,91280022,868296273,,709458,531114,28250,,77354,55253,3005,,8091,,,,0.092,,16.3,,0.91,0.1,,,0.71,2,,,37,,2,3,,,114.0,,,,,,,,,0.04,,27408,,8.3,,0
2022-09-25,US,,,0,,,iso1:us,95661264,1051540,91304358,868502912,,706624,519240,28103,,77163,53694,2906,,6319,,,,0.091,,16.3,,0.91,0.1,,,0.7,2,,,6,,2,3,,,114.3,,,,,,,,,0.04,,26995,,8.1,,0
2022-09-26,US,,,0,,,iso1:us,95719702,1051944,91344141,868887000,,695948,515104,28750,,77360,53906,2915,,58438,,,,0.09,,15.9,,0.92,0.1,,,0.7,2,,,404,,2,3,,,111.6,,,,,,,,,0.041,,26598,,8.0,,0
2022-09-27,US,,,0,,,iso1:us,95761575,1052389,91389198,869404333,,701324,533942,28572,,77816,56083,2943,,41873,,,,0.088,,15.5,,0.92,0.1,,,0.72,2,,,445,,2,3,,,108.7,,,,,,,,,0.041,,26204,,7.9,,0
2022-09-28,US,,,0,,,iso1:us,95861897,1053701,91432864,869901621,,717424,552225,28388,,78019,56855,2999,,87609,815087385,250092383,214642239,0.087,,14.7,,0.92,0.1,,,0.73,2,0.754,0.648,857,589289051,2,3,106158764,0.32,102.8,,,,,,,,,0.04,,25790,,7.8,,0
2022-09-29,US,,,0,,,iso1:us,95946889,1054334,91472679,870346250,,717626,550980,28028,,78246,56981,2996,,84992,,,,0.086,,14.3,,0.93,0.1,,,0.73,2,,,,,2,3,,,100.2,,,,,,,,,0.039,,25302,,7.6,,0
2022-09-30,US,,,0,,,iso1:us,95986189,1054731,91509555,870778047,,714642,543912,27358,,77931,56293,2911,,39300,,,,0.085,,14.1,,0.93,0.1,,,0.72,2,,,328,,2,2,,,98.5,,,,,,,,,0.038,,24972,,7.5,,0
2022-10-01,US,,,0,,,iso1:us,95992606,1054757,91536118,871071118,,709837,524590,26560,,77318,54601,2808,,6417,,,,0.084,,14.0,,0.93,0.1,,,0.71,2,,,26,,2,2,,,98.0,,,,,,,,,0.037,,24797,,7.5,,0
2022-10-02,US,,,0,,,iso1:us,95998554,1054757,91557822,871267011,,708220,514845,26620,,77028,53380,2810,,5948,,,,0.084,,14.0,,0.93,0.1,,,0.69,2,,,0,,2,2,,,97.9,,,,,,,,,0.038,,24638,,7.4,,0
2022-10-03,US,,,0,,,iso1:us,96046376,1055037,91592620,871630819,,699291,513298,27307,,77263,53757,2843,,47843,,,,0.083,,13.5,,0.93,0.1,,,0.7,2,,,280,,2,2,,,94.7,,,,,,,,,0.039,,24524,,7.4,,0
2022-10-04,US,,,0,,,iso1:us,96082197,1055514,91633414,872130968,,704558,536184,27504,,77843,56495,2850,,35821,,,,0.082,,13.3,,0.93,0.1,,,0.73,2,,,477,,2,2,,,92.9,,,,,,,,,0.039,,24339,,7.3,,0
2022-10-05,US,,,0,,,iso1:us,96162711,1056626,91672458,872600018,,734109,566381,27510,,78152,57378,2857,,80514,823815085,250458891,215118932,0.082,,13.0,,0.94,0.1,,,0.73,2,0.756,0.649,785,593512722,2,2,106695059,0.322,90.8,,,,,,,,,0.037,,24149,,7.3,,0
2022-10-06,US,,,0,,,iso1:us,96236531,1057330,91708329,873014949,,732079,566660,27308,,78074,57210,2765,,73820,,,,0.081,,12.5,,0.94,0.1,,,0.73,2,,,704,,2,2,,,87.4,,,,,,,,,0.037,,24036,,7.3,,0
2022-10-07,US,,,0,,,iso1:us,96271140,1057647,91743195,873434541,,731140,563182,26731,,77943,57017,2655,,34609,,,,0.081,,12.3,,0.94,0.1,,,0.73,2,,,317,,2,2,,,86.0,,,,,,,,,0.037,,23952,,7.2,,0
2022-10-08,US,,,0,,,iso1:us,96264200,1057597,91768366,873718012,,725219,541730,26000,,77420,55513,2626,,,,,,0.081,,,,0.94,0.1,,,0.72,2,,,,,2,2,,,,,,,,,,,,0.036,,23884,,7.2,,0
2022-10-09,US,,,0,,,iso1:us,96270254,1057600,91788143,873909455,,720502,531498,26226,,77141,54070,2655,,6850,,,,0.08,,14.1,,0.94,0.1,,,0.7,2,,,14,,2,2,,,98.4,,,,,,,,,0.036,,23750,,7.2,,0
2022-10-10,US,,,0,,,iso1:us,96294532,1057763,91819665,874245008,,699044,518241,26699,,77353,54307,2655,,24278,,,,0.08,,12.9,,0.94,0.1,,,0.7,2,,,163,,2,2,,,90.1,,,,,,,,,0.038,,23593,,7.1,,0
2022-10-11,US,,,0,,,iso1:us,96335707,1058360,91857466,874702977,,702142,538790,27122,,77639,56601,2633,,50004,,,,0.08,,13.6,,0.94,0.1,,,0.73,2,,,597,,2,2,,,95.1,,,,,,,,,0.039,,23534,,7.1,,0
2022-10-12,US,,,0,,,iso1:us,96409361,1059147,91895256,875169304,,720324,559555,26995,,78041,57586,2681,,73654,831976425,250956639,215409670,0.08,,13.2,,0.94,0.1,,,0.74,2,0.757,0.65,787,596930071,2,2,106928345,0.323,92.6,,,,,,,,,0.037,,23440,,7.1,,0
2022-10-13,US,,,0,,,iso1:us,96484994,1059786,91930864,875584510,,721182,560162,26856,,78043,57596,2683,,75633,,,,0.08,,13.3,,0.94,0.1,,,0.74,2,,,639,,2,2,,,93.3,,,,,,,,,0.037,,23402,,7.1,,0
2022-10-14,US,,,0,,,iso1:us,96514593,1060171,91964430,875982442,,719362,556027,26739,,77900,57237,2656,,29279,,,,0.08,,13.1,,0.94,0.1,,,0.73,2,,,385,,2,2,,,91.4,,,,,,,,,0.037,,23348,,7.0,,0
2022-10-15,US,,,0,,,iso1:us,96517369,1060189,91988710,876254255,,714679,536705,25897,,77458,55815,2537,,2776,,,,0.08,,11.3,,0.95,0.1,,,0.72,2,,,18,,2,2,,,79.2,,,,,,,,,0.036,,23228,,7.0,,0
2022-10-16,US,,,0,,,iso1:us,96524415,1060201,92008315,876445645,,709406,525657,26145,,76821,54037,2590,,7047,,,,0.08,,11.3,,0.95,0.1,,,0.7,2,,,12,,2,2,,,79.2,,,,,,,,,0.037,,23184,,7.0,,0
2022-10-17,US,,,0,,,iso1:us,96571539,1060559,92041206,876807872,,697233,519814,26877,,77158,54498,2746,,47124,,,,0.08,,12.3,,0.95,0.1,,,0.71,2,,,359,,2,2,,,86.1,,,,,,,,,0.039,,23061,,7.0,,0
2022-10-18,US,,,0,,,iso1:us,96599663,1060939,92077566,877273211,,702050,540793,27068,,77611,57089,2738,,28124,,,,0.079,,11.4,,0.96,0.1,,,0.74,2,,,380,,2,2,,,79.5,,,,,,,,,0.039,,22898,,6.9,,0
2022-10-19,US,,,0,,,iso1:us,96668102,1061644,92111952,877702931,,717684,559222,27199,,77560,57616,2744,,68439,842366125,251397718,215771080,0.079,,11.1,,0.97,0.1,,,0.74,2,0.758,0.651,705,601834892,2,2,107434015,0.324,78.0,,,,,,,,,0.038,,22986,,6.9,,0
2022-10-20,US,,,0,,,iso1:us,96729200,1062182,92144131,878098256,,719138,559537,26960,,77885,57530,2697,,61098,,,,0.078,,10.5,,0.97,0.1,,,0.74,2,,,538,,2,2,,,73.6,,,,,,,,,0.037,,23018,,6.9,,0
2022-10-21,US,,,0,,,iso1:us,96763158,1062810,92175313,878489010,,718137,555292,26938,,77779,57287,2703,,33958,,,,0.078,,10.7,,0.98,0.1,,,0.74,2,,,,,2,2,,,75.0,,,,,,,,,0.038,,22967,,6.9,,0
2022-10-22,US,,,0,,,iso1:us,96765734,1062820,92199794,878763295,,712449,537873,26414,,77246,55853,2637,,2576,,,,0.078,,10.7,,0.99,0.1,,,0.72,2,,,10,,2,2,,,74.9,,,,,,,,,0.037,,23093,,7.0,,0
2022-10-23,US,,,0,,,iso1:us,96772709,1062821,92220296,878962025,,709781,527789,26369,,76891,54474,2609,,6975,,,,0.078,,10.7,,1.0,0.1,,,0.71,2,,,1,,2,2,,,74.9,,,,,,,,,0.037,,23201,,7.0,,0
2022-10-24,US,,,0,,,iso1:us,96812453,1063054,92254963,879340885,,696749,524121,27083,,77173,55085,2672,,39744,,,,0.078,,10.4,,1.0,0.1,,,0.71,2,,,233,,2,2,,,72.7,,,,,,,,,0.039,,23332,,7.0,,0
2022-10-25,US,,,0,,,iso1:us,96838087,1063434,92296296,879841413,,705023,545415,27719,,77742,57528,2741,,25634,,,,0.078,,10.3,,1.01,0.1,,,0.74,2,,,380,,2,2,,,71.9,,,,,,,,,0.039,,23552,,7.1,,0
2022-10-26,US,,,0,,,iso1:us,96918896,1064558,92334629,880306219,,721439,565939,28167,,78038,58183,2715,,80809,849986225,251770855,216061646,0.079,,10.8,,1.01,0.1,,,0.75,2,0.76,0.652,,605489238,2,2,107851479,0.325,75.7,,,,,,,,,0.039,,23810,,7.2,,0
2022-10-27,US,,,0,,,iso1:us,96987759,1065146,92371440,880732806,,720649,565928,27978,,78086,58268,2680,,68863,,,,0.079,,11.1,,1.02,0.1,,,0.75,2,,,588,,2,2,,,78.0,,,,,,,,,0.039,,23927,,7.2,,0
2022-10-28,US,,,0,,,iso1:us,97020854,1065382,92404566,881131084,,719100,559767,27269,,77935,57394,2626,,38428,,,,0.08,,11.3,,1.02,0.1,,,0.74,2,,,,,2,2,,,79.3,,,,,,,,,0.038,,23971,,7.2,,0
2022-10-29,US,,,0,,,iso1:us,97024546,1065404,92429296,881397659,,713467,538861,26468,,77395,55913,2503,,3692,,,,0.08,,11.4,,1.03,0.1,,,0.72,2,,,22,,2,2,,,79.7,,,,,,,,,0.037,,23810,,7.2,,0
